"PLOS"	"Zootaxa"	"BMC"
386797	818624	3773080
386843	818824	3777705
386873	819166	3783455
386894	819187	3786507
386970	819257	3794998
386971	819397	3796240
386971	819462	3796566
387008	819551	3800992
387116	819572	3802166
387130	819737	3803185
387163	819795	3810394
387256	820079	3813887
387276	820114	3814189
387287	820166	3815410
387475	820310	3823557
387520	820428	3826262
387544	820974	3836583
387714	821343	3840003
387732	821438	3843121
387740	821954	3847736
387741	821961	3858518
387755	822055	3860096
387860	822292	3862486
387895	822404	3864611
387897	822479	3865210
387927	822600	3865478
387949	823063	3868629
388310	823339	3868662
388339	823453	3875434
388356	823714	3884245
388392	823778	3887610
388404	823825	3895570
388434	823860	3898807
388452	823900	3904698
388523	824084	3911881
388524	824116	3912989
388525	824208	3919165
388525	824231	3929208
388525	824888	3930904
388528	825188	3939845
388528	825281	3943100
388529	825516	3944797
388529	825621	3949612
388529	825820	3949882
388530	825901	3955844
388530	825918	3971838
388530	825923	3974929
388531	826006	3977744
388569	826666	3982632
388588	827277	3995777
388588	827489	4000642
388618	827681	4014657
388666	827786	4017345
388679	827793	4029679
388746	828375	4032847
388776	829203	4047652
388836	829215	4053904
388934	829295	4058510
388947	829427	4061472
389041	830033	4063686
389083	830254	4066729
389228	830273	4070596
389381	830645	4079786
389541	830804	4080095
389559	830858	4082947
389665	830997	4095359
389729	831143	4101057
389745	831553	4107529
389810	831668	4120287
389817	831970	4120845
389918	832082	4125810
389927	832138	4149258
389943	832167	4150773
390084	832240	4156528
390093	832300	4162204
390140	832324	4165138
390217	832539	4175168
390249	832748	4179316
390309	833007	4180661
390314	833117	4193394
390326	833529	4202387
390343	834021	4222059
390492	834135	4224944
390553	834297	4251709
390555	834312	4256433
390557	834370	4257069
390597	834508	4258384
390611	834525	4259283
390644	834600	4277812
390732	834753	4278038
390807	834782	4280807
390824	834851	4286147
390909	834877	4298349
390920	834878	4301653
390967	835571	4301991
390975	835791	4302173
390990	836561	4322853
391032	836575	4338120
391077	836625	4342683
391114	836780	4346742
391134	837074	4362838
391167	837182	4376660
391185	837243	4379040
391289	837375	4407528
391289	837980	4415509
391295	838191	4421806
391297	838716	4422623
391369	838817	4426986
391451	838903	4431730
391458	838931	4442037
391506	839070	4449100
391506	839288	4450852
391556	839386	4452355
391582	839531	4454157
391600	839571	4458958
391684	839697	4470226
391742	839890	4475380
391752	840137	4476655
391752	840151	4490338
391827	840258	4504591
391903	840524	4505878
391931	841033	4506514
391946	841800	4508883
392027	841900	4510658
392035	841930	4518505
392134	842596	4518713
392203	842675	4523561
392203	842679	4523976
392220	842691	4540466
392294	843124	4548953
392298	843554	4549099
392319	843582	4551921
392326	843681	4554019
392378	843740	4571719
392384	843773	4574343
392487	843933	4578175
392647	844069	4586302
392662	844911	4587425
392728	844928	4588959
392763	845787	4602442
392858	845889	4606771
392899	845971	4610388
392910	846285	4637422
393001	846345	4638855
393096	846518	4641219
393231	846893	4653667
393273	846976	4670812
393352	847164	4671029
393385	847349	4671463
393421	847383	4673135
393518	847898	4678921
393547	847920	4694860
393659	848074	4702025
393660	848934	4702480
393666	849216	4703302
393674	849328	4703772
393674	849441	4707297
393676	849528	4708976
393678	849572	4714315
393679	849658	4721982
393682	849892	4727653
393683	850444	4739877
393700	850446	4757919
393703	850600	4760372
393716	850613	4777858
393749	850856	4785448
393763	851089	4786549
393767	851251	4789227
393853	851350	4801609
393853	852239	4802197
393856	852639	4810292
393874	853059	4817008
393874	853143	4818825
393965	853366	4824031
394008	853691	4831330
394067	853773	4833008
394141	853982	4833910
394143	854149	4842530
394152	854393	4845561
394157	854487	4855490
394263	854566	4863015
394325	854840	4863131
394445	854922	4874931
394472	854970	4904414
394472	855310	4908762
394644	855842	4913641
394696	856119	4915845
394709	856630	4922251
394714	856820	4928855
394980	856942	4973342
395050	857183	4983423
395142	857480	4989523
395146	857483	4993238
395215	857680	4998160
395281	857720	4999865
395298	857964	5006354
395307	858735	5007276
395387	858907	5010627
395420	858930	5016281
395469	859139	5018069
395479	859521	5022774
395570	859542	5026859
395571	860171	5029543
395601	860531	5031923
395619	861258	5032803
395658	861499	5039284
395704	861753	5040518
395740	862299	5051506
395784	862311	5074875
395787	862483	5084097
395793	862658	5093919
395863	862830	5112337
395890	862887	5119181
395935	863747	5122146
395976	863930	5126189
396006	863994	5129116
396018	864049	5131742
396057	864414	5147513
396085	864578	5151321
396085	864799	5160750
396182	865314	5172324
396272	865605	5180861
396299	865806	5181352
396312	866173	5231693
396466	866209	5232074
396484	867001	5233921
396639	868499	5235603
396674	868530	5237189
396685	869328	5247366
396715	869374	5263265
396718	869523	5298893
396821	869693	5322155
396821	869732	5325762
396888	869772	5333182
396933	869915	5342901
397035	869924	5359537
397043	869983	5378634
397091	870278	5389949
397269	870297	5391830
397451	870322	5413404
397455	871082	5446049
397515	871119	5470095
397537	871335	5476809
397568	871541	5482801
397580	871572	5493917
397633	871576	5495771
397649	872058	5502314
397742	872733	5524490
397772	872786	5546202
397786	873495	5549721
397797	873644	5572216
397817	873958	5586239
397848	874075	5598791
397864	874637	5601230
397949	874665	5608812
398074	874880	5615004
398079	875201	5631924
398080	876437	5634843
398118	876936	5638152
398131	877248	5639462
398281	877971	5639772
398304	878348	5681494
398313	878709	5684045
398326	879337	5717765
398330	879564	5719735
398394	880130	5723377
398395	880282	5726158
398646	880616	5784963
398667	880725	5807313
398732	880809	5808936
398757	881030	5830031
398764	881095	5830446
398839	881267	5860114
398960	881357	5875342
399052	881373	5906339
399056	881438	5926126
399081	881476	5954560
399091	881637	5957981
399121	881770	5976750
399240	882151	5993757
399243	882543	5996046
399338	882762	6004034
399342	882807	6100743
399375	883192	6137285
399629	883255	6159884
399676	883290	6160521
399717	883705	6160553
399771	883778	6207174
399778	884043	6256221
399833	884143	6265920
399916	884429	6281745
399952	885118	6283378
399985	885297	6321855
400057	885340	6326750
400219	885443	6349264
400238	885542	6374362
400254	885754	6420459
400281	885816	6422549
400318	886490	6423426
400471	887044	6432262
400596	887477	6432528
400605	887793	6445513
400620	887794	6448109
400631	888199	6471795
400775	888407	6475313
400788	888815	6485308
400790	888850	6517028
400792	889079	6525467
400827	889087	6564636
400841	889242	6565492
400863	889473	6574868
400863	890367	6617247
400905	892217	6631338
400957	892254	6640874
401108	892263	6684561
401118	892361	6711683
401122	892699	6737254
401176	892840	6760884
401207	893639	6814652
401307	894194	6815800
401311	894339	6825117
401312	894798	6828749
401360	895025	6842085
401371	895228	6845532
401389	895261	6859365
401423	895502	6907132
401496	896008	6931983
401500	896829	6988271
401541	897248	6988841
401551	897422	7058578
401552	897432	7062459
401635	897482	7067180
401682	897790	7077653
401796	897803	7082551
401847	897944	7088714
401866	897981	7131866
401872	898293	7136644
401883	898509	7141143
401933	899034	7205562
401991	899157	7224212
402017	899490	7236931
402030	899737	7250652
402055	899923	7256186
402106	900273	7278228
402125	900614	7296606
402127	901031	7303609
402263	901522	7314404
402381	902013	7363527
402400	902207	7367364
402611	902650	7371906
402640	902678	7409872
402654	903111	7431998
402666	903359	7479671
402725	903449	7500682
402728	903571	7504020
402737	903731	7519522
402742	903794	7546795
402744	905033	7555242
402842	905177	7575965
402933	905461	7609183
402949	905675	7704372
402968	905981	7727453
402979	906048	7735497
402993	906236	7773063
403013	906530	7783071
403091	906579	7848453
403112	906815	7863492
403158	907090	7869433
403181	907231	7939472
403281	907240	7957623
403306	907390	7960410
403309	907471	8071571
403321	907896	8151825
403348	908218	8158149
403368	908271	8229976
403377	908683	8230236
403396	908692	8245132
403401	908737	8256567
403547	908745	8320778
403547	908837	8360222
403550	909479	8391650
403630	909742	8474515
403736	909861	8545902
403753	910341	8604979
403783	910707	8690433
403857	910733	8690503
403885	910987	8716447
403918	911254	8718369
403930	911563	8735081
404070	911955	8742033
404085	912202	8767864
404092	912369	8823027
404108	912409	8855021
404160	912982	8880889
404208	913086	8927086
404441	913355	9071937
404448	913483	9285146
404486	913674	9292374
404510	913694	9403639
404520	914539	9414289
404560	915363	9434625
404601	915406	9527416
404868	915703	9600689
404869	915908	9667584
404956	916002	9729064
404959	916105	9732821
405014	916390	9754058
405035	916483	9771828
405082	916865	9780567
405123	917433	9874817
405132	917459	9963119
405164	917625	9970227
405164	917807	10154912
405214	918257	10256477
405228	918540	10472105
405251	918963	10487191
405254	919026	10569186
405258	919084	10570256
405262	919381	10693912
405294	919434	10791485
405400	919702	10849500
405404	920060	11001201
405551	920257	11145354
405658	920522	11215779
405820	922977	11222731
405892	923108	11280190
405904	923184	11383715
405907	923415	11384595
405919	923442	11620137
405966	923815	11688862
406004	924942	11705116
406087	925637	11790113
406098	926461	11879001
406136	926706	12169962
406149	926786	12171916
406332	927579	12604905
406346	927785	12956985
406411	928864	13038712
406478	929298	13098830
406495	929508	13186728
406568	929882	13356730
406624	929934	13369228
406813	930099	13607602
406828	930339	13814485
406930	930613	13871582
406996	930890	14301306
407030	931145	14866146
407123	931185	14972617
407144	931385	15108918
407190	931396	15483006
407196	931670	15612161
407229	931896	17324904
407354	932663	17811236
407358	932823	17892447
407386	933400	18166439
407496	933515	18246565
407534	933776	19415592
407595	934046	19500702
407659	934365	19855619
407797	934531	
407841	934553	
407844	934618	
407881	934915	
407899	935453	
407993	935520	
408012	935574	
408092	936123	
408238	937514	
408323	937796	
408449	937982	
408477	938098	
408563	938991	
408598	939313	
408651	939345	
408695	939383	
408729	939429	
408763	939794	
408768	940066	
408820	940069	
408874	940363	
408900	940652	
408922	940893	
408982	941523	
409049	941574	
409053	941820	
409056	941990	
409072	942021	
409130	942272	
409218	942526	
409218	942876	
409302	942996	
409324	943318	
409355	943537	
409385	943894	
409497	943911	
409661	944097	
409703	944241	
409705	945067	
409723	945116	
409727	945319	
409765	945444	
409790	945508	
409825	945821	
409833	945853	
409877	945993	
409928	946119	
410054	946197	
410105	946248	
410179	946528	
410274	946839	
410449	947641	
410510	948246	
410549	948643	
410549	949034	
410590	949599	
410595	949836	
410609	950994	
410637	952026	
410650	952168	
410734	952175	
410774	952479	
410885	952729	
410926	952803	
410927	953859	
410930	954099	
410947	954304	
410949	954644	
411074	955346	
411079	955418	
411113	956100	
411169	957432	
411174	957551	
411203	957946	
411486	958176	
411499	958198	
411550	958489	
411550	958864	
411618	958916	
411694	959519	
411700	960067	
411716	960285	
411729	960402	
411732	960516	
411742	960823	
411796	961252	
411825	961326	
411914	962587	
411928	964105	
412043	964492	
412054	964575	
412091	964765	
412171	965614	
412173	965901	
412220	966651	
412233	966944	
412234	969155	
412676	969697	
412690	970286	
412713	971245	
412731	971650	
412731	972127	
412749	972161	
412775	972602	
412775	972769	
412779	972817	
412842	972898	
412903	973403	
413159	973636	
413199	974245	
413247	975032	
413474	975518	
413548	976095	
413548	976344	
413556	976448	
413656	976616	
413691	976883	
413744	977968	
413771	978112	
413815	978492	
413865	978513	
413897	978607	
413950	978637	
414156	979385	
414162	979411	
414260	979752	
414273	980157	
414326	981552	
414345	981660	
414391	981700	
414404	982008	
414455	982068	
414602	982317	
414845	982402	
414852	982482	
414881	983349	
414882	983350	
414884	983881	
414993	983962	
415007	984645	
415069	984986	
415076	985302	
415104	985307	
415111	985371	
415191	986812	
415228	986891	
415311	986992	
415313	987002	
415452	987235	
415504	987336	
415519	987834	
415528	988350	
415613	988606	
415700	989893	
415715	990288	
415736	990367	
415793	990910	
415793	991922	
415811	992804	
415823	993726	
415871	993844	
415963	993903	
416009	994456	
416013	994684	
416022	994779	
416024	994831	
416075	995087	
416112	995094	
416140	996561	
416193	996564	
416233	996895	
416392	997066	
416400	997742	
416454	997795	
416469	998243	
416552	998516	
416582	998779	
416633	998836	
416646	998964	
416748	999733	
416759	999824	
416938	999846	
417096	1000246	
417108	1000540	
417159	1001165	
417209	1001508	
417274	1001569	
417295	1001884	
417424	1002174	
417466	1003144	
417491	1003495	
417642	1003910	
417721	1004389	
417744	1004884	
417916	1005154	
417947	1005308	
418047	1005561	
418087	1006058	
418100	1006617	
418108	1006783	
418157	1006789	
418289	1007135	
418345	1007273	
418360	1007289	
418486	1007298	
418486	1007524	
418487	1007742	
418487	1008145	
418487	1008188	
418488	1008391	
418488	1008584	
418488	1008960	
418489	1009130	
418489	1009165	
418489	1009448	
418490	1009549	
418490	1010083	
418490	1010340	
418524	1010447	
418543	1010600	
418612	1011202	
418621	1011755	
418645	1012472	
418733	1012598	
418764	1012684	
418844	1013599	
419008	1013836	
419041	1014237	
419096	1014304	
419199	1014795	
419204	1015046	
419208	1015650	
419290	1015976	
419336	1016295	
419396	1017163	
419505	1017295	
419540	1017712	
419548	1017797	
419556	1017844	
419632	1017862	
419649	1018295	
419694	1018434	
419791	1018623	
419843	1019375	
419876	1019714	
419893	1019860	
419923	1020098	
419960	1020261	
420001	1020344	
420213	1020699	
420241	1021206	
420385	1021984	
420528	1022469	
420550	1023241	
420617	1023303	
420636	1023574	
420652	1023873	
420653	1023968	
420689	1024046	
420802	1024292	
420830	1024984	
420873	1026171	
420876	1026237	
421058	1026677	
421204	1027420	
421208	1029196	
421381	1029596	
421527	1030231	
421555	1030241	
421592	1030429	
421612	1030555	
421614	1030605	
421742	1031393	
421764	1031653	
421805	1032360	
421834	1032492	
421837	1033204	
421929	1033827	
421988	1034856	
422063	1035008	
422197	1035173	
422410	1035367	
422436	1035463	
422438	1036174	
422520	1036339	
422600	1036714	
422638	1037263	
422681	1037962	
422796	1038705	
422888	1039652	
422895	1039813	
422986	1040589	
423103	1040718	
423227	1040766	
423316	1041259	
423508	1041268	
423541	1041324	
423677	1041589	
423695	1041871	
423727	1041885	
423747	1042127	
423781	1042223	
423781	1042643	
423798	1042882	
423803	1042920	
423844	1042934	
423918	1043118	
423941	1043723	
423949	1043852	
424036	1043916	
424061	1043924	
424083	1044013	
424102	1044376	
424116	1044442	
424279	1044485	
424290	1044765	
424304	1045030	
424348	1045373	
424412	1046148	
424471	1046877	
424534	1047145	
424559	1047189	
424651	1047540	
424691	1048165	
424711	1048781	
424752	1048837	
424896	1049160	
424896	1049219	
424897	1049449	
424897	1049468	
424897	1049904	
424897	1049971	
424898	1050230	
424898	1052208	
424899	1052274	
424899	1052342	
424899	1052353	
424899	1052691	
424899	1053117	
424914	1054104	
424940	1054244	
424995	1054321	
425139	1054341	
425141	1054534	
425241	1054706	
425291	1055909	
425354	1056684	
425445	1057619	
425516	1058396	
425623	1058422	
425625	1058513	
425628	1059117	
425705	1059253	
425738	1059493	
425759	1059896	
425764	1060046	
425769	1060084	
425881	1060731	
425900	1060789	
425913	1061098	
425926	1061357	
425930	1061428	
425963	1061740	
425994	1061928	
426048	1062177	
426081	1062258	
426092	1062345	
426167	1062578	
426326	1063455	
426520	1063511	
426584	1064116	
426604	1064437	
426756	1064527	
426812	1065136	
426912	1065183	
426912	1065289	
426996	1066226	
427028	1066325	
427076	1066838	
427118	1066947	
427154	1066959	
427156	1067252	
427292	1067637	
427391	1068270	
427486	1068407	
427522	1069359	
427575	1069895	
427607	1070139	
427620	1070863	
427626	1070889	
427707	1070896	
427795	1071368	
427805	1071468	
427867	1071749	
427926	1072729	
428009	1072978	
428045	1073731	
428080	1074019	
428091	1074133	
428094	1074209	
428122	1074377	
428129	1074420	
428199	1074489	
428216	1074529	
428255	1074644	
428343	1074680	
428365	1075063	
428407	1075294	
428456	1075585	
428502	1075727	
428537	1076453	
428620	1076809	
428621	1076929	
428652	1077542	
428676	1077719	
428707	1077914	
428772	1078099	
428814	1078578	
428815	1079056	
428815	1079144	
428879	1079467	
428939	1079538	
428973	1079751	
429053	1080060	
429056	1081214	
429100	1081812	
429120	1083133	
429178	1083181	
429199	1083275	
429224	1084046	
429247	1084978	
429297	1085364	
429365	1085870	
429381	1085942	
429393	1086733	
429405	1087244	
429523	1087400	
429525	1087826	
429654	1088230	
429663	1088289	
429679	1088362	
429713	1088584	
429727	1088980	
429736	1089382	
429745	1089496	
429757	1089889	
429771	1090806	
429773	1090844	
429815	1090857	
429824	1091282	
429849	1091401	
429984	1092105	
429992	1092356	
430055	1093695	
430155	1094676	
430229	1095078	
430239	1095109	
430404	1095280	
430434	1095751	
430471	1096244	
430481	1096409	
430608	1096440	
430722	1096591	
430722	1096903	
430894	1097032	
430975	1097081	
431004	1097290	
431028	1097844	
431097	1098266	
431322	1098452	
431353	1099832	
431411	1100042	
431503	1100547	
431529	1100660	
431780	1101213	
431867	1101228	
432066	1101457	
432086	1101598	
432105	1101611	
432274	1102073	
432432	1102197	
432443	1102887	
432676	1103765	
432766	1104411	
432816	1104440	
432832	1104441	
433024	1104442	
433088	1104508	
433088	1104633	
433096	1104802	
433106	1104993	
433139	1105320	
433155	1105565	
433155	1105613	
433228	1106514	
433246	1106829	
433255	1106890	
433255	1107566	
433261	1107656	
433261	1108144	
433264	1108192	
433264	1108251	
433271	1108338	
433277	1108423	
433438	1108626	
433563	1108797	
433593	1108884	
433645	1109398	
433771	1109831	
433785	1111264	
433794	1111509	
433878	1111908	
433879	1112354	
433899	1112407	
433913	1112616	
433990	1113482	
434009	1113508	
434229	1114552	
434263	1115676	
434434	1115773	
434435	1116711	
434465	1116842	
434564	1117149	
434579	1117949	
434608	1118312	
434633	1118459	
434644	1118924	
434707	1119202	
434767	1120097	
434850	1120743	
434891	1121034	
434911	1121622	
435121	1121750	
435121	1122133	
435121	1122418	
435121	1122614	
435245	1122659	
435346	1123132	
435502	1123289	
435551	1123720	
435589	1123842	
435712	1124659	
435775	1124984	
435813	1125420	
435907	1125565	
435912	1125655	
435927	1126138	
435961	1126171	
436052	1126489	
436055	1126537	
436078	1126573	
436112	1127787	
436136	1127795	
436166	1128380	
436412	1128669	
436420	1129672	
436421	1130076	
436550	1130143	
436563	1130191	
436607	1130503	
436676	1130506	
436702	1131139	
436734	1131456	
436740	1132654	
436749	1133920	
436803	1134261	
436818	1134447	
436846	1134512	
436851	1134671	
436874	1134693	
436875	1135031	
436970	1136188	
436982	1136952	
436983	1137140	
437066	1137342	
437116	1137360	
437139	1137737	
437147	1138267	
437164	1138299	
437228	1138521	
437281	1138600	
437294	1138658	
437336	1138663	
437337	1139069	
437423	1139127	
437505	1140394	
437507	1140456	
437531	1140678	
437546	1140686	
437603	1141539	
437647	1141932	
437698	1142684	
437771	1142741	
437771	1142806	
437787	1143712	
437788	1144024	
437791	1144674	
437821	1144728	
437824	1145389	
437847	1145495	
437854	1145592	
437885	1146083	
437944	1146346	
437973	1148127	
438017	1149015	
438061	1149093	
438078	1150163	
438098	1150367	
438148	1150437	
438191	1150786	
438195	1151068	
438195	1151374	
438203	1151732	
438232	1152095	
438281	1152615	
438304	1153349	
438346	1153803	
438354	1154022	
438389	1154080	
438486	1154219	
438494	1155375	
438496	1155483	
438522	1156077	
438539	1156311	
438552	1157018	
438577	1157456	
438696	1157811	
438812	1158242	
438834	1159302	
438901	1159652	
438902	1159660	
439004	1159701	
439023	1159969	
439040	1161170	
439173	1161945	
439185	1162163	
439193	1162893	
439237	1163457	
439254	1163557	
439329	1163634	
439524	1164244	
439610	1165710	
439611	1165968	
439654	1166430	
439689	1166719	
439739	1166792	
439754	1167673	
439788	1168308	
439804	1168376	
439843	1168431	
439959	1169284	
439964	1169329	
440038	1169339	
440060	1169853	
440107	1170136	
440163	1170732	
440163	1171585	
440207	1172522	
440225	1173121	
440289	1173604	
440298	1174557	
440339	1174558	
440452	1174921	
440452	1175152	
440518	1175633	
440543	1175865	
440565	1176477	
440580	1176517	
440655	1176687	
440772	1177254	
440912	1177355	
440912	1177905	
440912	1177958	
440921	1178161	
440946	1178384	
441012	1178481	
441025	1178894	
441060	1179177	
441067	1179225	
441186	1179227	
441232	1179865	
441257	1180158	
441330	1180210	
441334	1180231	
441435	1180720	
441437	1180797	
441504	1180915	
441611	1181532	
441629	1181685	
441632	1182674	
441656	1183179	
441689	1183368	
441715	1183513	
441732	1183612	
441759	1184173	
441759	1184513	
441823	1184519	
441843	1184670	
441904	1184916	
442003	1185673	
442119	1185981	
442158	1187074	
442181	1187175	
442185	1187238	
442223	1187281	
442225	1187682	
442226	1188527	
442250	1188622	
442330	1188637	
442361	1188864	
442411	1188959	
442486	1189602	
442496	1190732	
442521	1190984	
442567	1191214	
442588	1191411	
442626	1191705	
442829	1191871	
442877	1192211	
442886	1192396	
442986	1193619	
443023	1194508	
443023	1194668	
443081	1195267	
443101	1195618	
443195	1195714	
443286	1196187	
443459	1196319	
443531	1196773	
443536	1196777	
443566	1197658	
443613	1197782	
443703	1199401	
443714	1199511	
443723	1199688	
443902	1200232	
443998	1201622	
444061	1201725	
444155	1202712	
444350	1203624	
444437	1203800	
444551	1203881	
444552	1204236	
444620	1204346	
444740	1204662	
444755	1204820	
444771	1205315	
444778	1205947	
444836	1206267	
444873	1206586	
444912	1206689	
444912	1206795	
444983	1206955	
445015	1207915	
445019	1208012	
445083	1208369	
445111	1208533	
445128	1209202	
445268	1209272	
445343	1209413	
445358	1209513	
445384	1209627	
445429	1210003	
445429	1210183	
445459	1210900	
445462	1211583	
445552	1211948	
445565	1212563	
445611	1212662	
445632	1212675	
445658	1212829	
445758	1213402	
445948	1213908	
445957	1214360	
446163	1214377	
446172	1215163	
446285	1215412	
446337	1215634	
446382	1216252	
446388	1216411	
446449	1216590	
446450	1216969	
446457	1217371	
446509	1217855	
446625	1217871	
446662	1218469	
446710	1220027	
446921	1220354	
446943	1221178	
446997	1221905	
447019	1221954	
447043	1222665	
447045	1222842	
447110	1223531	
447169	1223856	
447217	1223953	
447219	1224327	
447222	1224579	
447271	1225230	
447374	1226422	
447386	1227341	
447409	1228294	
447420	1228640	
447643	1228764	
447748	1228996	
447843	1229245	
447859	1229622	
447864	1229744	
447953	1229884	
448134	1230012	
448197	1230127	
448272	1230623	
448373	1230899	
448382	1231141	
448453	1232343	
448486	1232405	
448486	1234955	
448544	1235606	
448606	1236546	
448674	1236749	
448710	1237027	
448801	1237820	
448840	1237923	
448925	1237966	
448981	1238133	
448986	1238365	
448995	1238448	
449000	1238787	
449008	1239331	
449042	1239665	
449095	1239819	
449153	1239892	
449224	1239935	
449291	1240271	
449375	1240850	
449387	1240944	
449410	1242371	
449413	1243765	
449581	1245547	
449608	1245665	
449627	1245822	
449630	1246378	
449671	1246953	
449716	1248118	
449761	1248243	
449869	1248251	
450031	1248424	
450188	1248438	
450204	1248733	
450262	1248746	
450293	1250379	
450300	1251234	
450478	1251879	
450492	1252959	
450510	1253127	
450510	1253551	
450510	1253640	
450510	1253976	
450624	1254143	
450647	1254648	
450830	1254982	
450855	1255069	
450979	1255413	
451057	1256206	
451223	1256710	
451247	1257098	
451285	1257219	
451403	1258199	
451418	1259211	
451494	1259225	
451519	1259537	
451524	1260041	
451527	1260365	
451528	1261695	
451528	1262017	
451528	1262519	
451528	1263449	
451528	1263610	
451528	1263765	
451528	1264159	
451528	1264164	
451528	1264447	
451528	1264844	
451528	1264960	
451563	1265703	
451605	1266040	
451613	1266170	
451643	1267728	
451648	1267855	
451656	1268033	
451719	1268206	
451864	1269648	
451887	1269729	
451922	1269961	
452065	1270390	
452206	1270471	
452214	1271698	
452281	1272681	
452297	1273461	
452313	1273835	
452327	1274334	
452385	1275109	
452506	1275153	
452540	1275411	
452566	1275525	
452595	1275803	
452620	1275931	
452691	1275951	
452767	1276232	
452785	1276680	
452793	1277076	
452884	1277378	
452953	1277637	
452982	1278888	
452991	1279024	
452997	1279434	
453052	1279644	
453074	1280116	
453105	1280852	
453157	1280880	
453161	1280922	
453165	1281381	
453246	1282575	
453282	1282659	
453298	1282840	
453330	1283091	
453350	1283135	
453414	1283612	
453510	1284151	
453786	1284250	
453839	1284276	
453856	1284517	
453893	1285937	
454031	1285956	
454085	1287171	
454096	1287195	
454099	1288241	
454143	1288486	
454182	1288576	
454199	1288892	
454269	1289134	
454281	1289792	
454291	1290547	
454344	1291606	
454377	1291671	
454434	1291878	
454632	1292077	
454642	1292466	
454646	1292871	
454794	1292942	
454817	1293141	
454998	1294170	
455037	1294664	
455089	1295287	
455189	1295722	
455206	1297448	
455219	1297568	
455265	1298187	
455317	1298633	
455348	1298811	
455400	1299141	
455551	1299203	
455559	1299823	
455600	1300698	
455667	1300744	
455719	1301404	
455941	1301905	
456011	1302437	
456211	1302707	
456226	1303857	
456296	1304178	
456320	1304749	
456369	1304820	
456370	1305840	
456371	1306172	
456371	1306699	
456371	1307263	
456372	1307440	
456372	1307625	
456372	1307754	
456372	1307870	
456372	1308868	
456373	1309036	
456373	1309283	
456374	1309292	
456429	1309888	
456466	1310489	
456468	1310658	
456485	1310872	
456490	1311027	
456546	1311991	
456573	1311997	
456609	1312061	
456609	1313547	
456628	1313764	
456650	1314186	
456723	1314273	
456744	1314864	
456840	1315396	
457040	1316418	
457085	1317001	
457266	1317207	
457279	1317237	
457310	1317423	
457440	1318028	
457467	1318303	
457469	1318488	
457476	1318757	
457511	1318770	
457540	1319936	
457590	1319979	
457725	1320311	
457734	1320715	
457744	1321058	
457747	1321775	
457752	1321792	
457822	1321930	
457823	1322070	
457832	1322406	
457870	1322599	
457872	1322919	
457911	1323590	
458047	1323710	
458067	1324631	
458093	1324785	
458108	1324846	
458115	1326085	
458564	1326150	
458575	1326392	
458714	1326589	
458719	1326977	
458737	1327026	
458775	1328000	
458785	1328240	
458890	1328530	
458898	1328942	
458899	1329176	
458908	1329832	
459019	1330781	
459066	1330922	
459216	1330945	
459256	1332404	
459265	1332450	
459319	1332698	
459356	1333449	
459454	1333783	
459564	1333970	
459607	1334148	
459621	1334632	
459721	1334683	
459731	1334819	
459834	1336366	
459834	1336956	
459850	1337084	
459860	1337188	
459881	1337845	
459926	1339218	
459984	1339733	
460096	1339768	
460170	1341830	
460219	1342251	
460253	1342924	
460518	1343279	
460598	1343494	
460776	1344100	
460786	1344506	
460855	1344696	
460871	1345375	
460900	1345791	
460944	1346303	
460983	1346384	
461131	1346508	
461225	1347005	
461237	1347201	
461277	1348447	
461439	1348654	
461455	1348947	
461508	1350675	
461533	1350770	
461679	1350964	
461707	1351891	
461722	1351924	
461732	1353386	
461760	1354009	
462195	1355395	
462244	1355806	
462262	1356090	
462316	1356438	
462316	1356758	
462368	1356854	
462442	1357418	
462469	1357459	
462504	1357496	
462534	1358060	
462577	1358144	
462648	1358310	
462679	1358550	
462682	1359897	
462714	1360319	
462764	1360388	
462794	1360694	
462803	1361208	
462830	1361357	
462875	1361814	
462896	1361864	
462898	1364275	
462918	1364423	
463033	1364880	
463034	1365141	
463110	1366694	
463122	1367570	
463166	1367763	
463280	1367986	
463285	1368034	
463398	1368281	
463464	1368294	
463478	1369080	
463479	1371364	
463659	1371890	
463709	1372539	
463755	1372612	
463789	1372821	
463916	1372831	
463936	1373368	
464039	1373704	
464071	1373752	
464104	1373765	
464109	1375000	
464179	1375597	
464331	1375838	
464431	1376194	
464452	1376783	
464491	1377132	
464549	1377291	
464562	1377402	
464595	1377950	
464598	1378604	
464616	1378763	
464795	1379184	
464845	1379194	
464878	1379233	
464947	1379288	
465007	1379575	
465020	1380229	
465112	1381195	
465118	1381728	
465212	1381941	
465232	1382234	
465248	1382594	
465258	1383216	
465392	1383382	
465405	1383812	
465431	1383831	
465437	1384074	
465596	1384125	
465602	1384222	
465625	1385313	
465804	1385355	
465807	1386416	
465851	1386432	
465984	1386694	
465986	1387097	
466019	1387553	
466046	1387656	
466078	1387990	
466099	1389118	
466133	1389131	
466133	1389215	
466206	1389418	
466289	1391102	
466325	1391454	
466341	1391845	
466438	1391863	
466485	1392011	
466507	1392837	
466519	1393605	
466526	1393673	
466532	1394230	
466629	1394773	
466723	1395197	
466756	1395980	
466816	1396361	
466832	1396579	
466868	1397304	
467083	1398444	
467159	1398456	
467252	1398780	
467265	1399014	
467266	1400284	
467317	1400468	
467370	1400524	
467385	1400716	
467437	1401823	
467486	1402027	
467504	1402376	
467522	1403015	
