"PLOS"	"Zootaxa"	"BMC"
192681	268076	691863
192689	268130	691995
192743	268225	692184
192763	268233	692705
192792	268287	692948
192823	268316	692974
192834	268319	693045
192855	268391	693089
192862	268412	693280
192889	268688	693408
193039	268750	693457
193166	268804	693526
193271	268905	693528
193300	268966	693616
193323	269051	693800
193330	269053	693939
193337	269189	693949
193348	269334	693971
193477	269443	694189
193514	269476	694194
193585	269654	694701
193605	269834	694711
193624	269841	694773
193638	270192	694869
193719	270203	694997
193722	270259	695238
193836	270326	695496
193837	270467	695500
193919	270656	695552
193970	270751	695709
194060	270842	695796
194060	271072	696050
194074	271110	696178
194215	271112	696782
194329	271146	696804
194332	271179	696957
194361	271402	697312
194365	271438	697371
194387	271684	697465
194415	271702	697710
194516	271708	697825
194535	271916	698047
194702	271925	698058
194716	271950	698095
194717	271972	698359
194746	272019	699215
194948	272161	699276
194976	272183	699330
195000	272187	699358
195012	272243	699717
195024	272265	699832
195182	272420	700037
195214	272440	700037
195228	272444	700075
195286	272456	700192
195311	272513	700224
195311	272554	700241
195311	272606	700501
195311	272725	700878
195316	272794	700880
195327	272813	701079
195327	272994	701180
195367	273010	701406
195376	273088	701544
195403	273091	701566
195479	273134	701866
195522	273177	701979
195546	273315	701992
195558	273386	702074
195634	273487	702771
195874	273530	703085
195890	273650	703352
195905	273777	703523
195978	273988	703559
196029	273996	703689
196036	274035	703746
196058	274177	703760
196068	274185	703972
196093	274449	704419
196151	274561	704477
196228	274667	704586
196263	274746	704789
196275	274774	705297
196353	274796	705423
196466	274876	706103
196486	274919	706130
196502	274960	706254
196510	274970	706493
196511	275043	706809
196571	275076	707211
196576	275366	707398
196579	275406	707670
196580	275450	707874
196580	275533	707939
196580	275700	708047
196581	275736	708489
196638	275757	708577
196746	275850	708677
196846	275965	708749
196916	276050	708891
196939	276126	708992
196962	276162	709110
197038	276205	709775
197041	276274	709822
197086	276277	709850
197086	276316	709907
197086	276395	710164
197088	276451	710330
197109	276482	710593
197127	276596	710711
197134	276603	710782
197135	276779	710817
197172	276872	710866
197183	276912	710943
197216	276934	711058
197222	276993	711214
197243	277194	711381
197288	277221	711718
197343	277257	711740
197343	277276	712062
197399	277290	712697
197403	277331	712822
197447	277431	712959
197587	277607	713038
197594	277641	713165
197657	277665	713405
197748	277778	713729
197778	277787	714059
197833	277833	714084
197927	278008	714792
197936	278011	715237
197952	278183	715483
197965	278225	715938
198045	278255	716237
198092	278380	716353
198164	278412	716367
198189	278465	716421
198220	278505	716756
198225	278590	716983
198227	278696	717186
198337	278750	717272
198396	278751	717509
198442	278755	718370
198442	278819	718487
198508	278852	718647
198527	278854	718745
198550	278916	718962
198554	278926	719036
198570	278989	719057
198570	279024	719238
198595	279029	719239
198709	279050	719265
198840	279086	719537
198949	279095	719686
199103	279103	720006
199178	279248	720050
199195	279324	720054
199264	279421	720203
199268	279550	720237
199292	279559	720417
199334	279635	720636
199371	279765	720683
199513	279856	721026
199616	279960	721480
199648	279971	721551
199664	280008	721952
199664	280112	722143
199664	280124	722171
199705	280221	722565
199731	280260	723192
199833	280453	723278
199847	280609	723468
199851	280669	723469
199884	280720	723475
199893	280738	723712
199942	280829	723734
199952	280842	723792
199982	280913	724287
200022	280940	724612
200085	281038	724681
200116	281046	725031
200238	281106	725051
200272	281132	725175
200314	281260	725213
200362	281486	725275
200371	281532	725295
200373	281848	725493
200379	281960	725869
200428	282017	725881
200437	282374	725989
200440	282379	726015
200523	282439	726074
200617	282464	726638
200668	282599	726830
200765	282622	727006
200835	282651	727202
200863	282664	727388
200913	282675	727388
200917	282708	727419
201122	282841	727488
201140	283008	727693
201203	283090	728394
201324	283118	728489
201388	283145	728552
201388	283267	729111
201413	283338	729368
201441	283377	729578
201482	283482	729945
201512	283605	730055
201531	283759	730403
201584	283903	730694
201635	283926	730738
201664	283962	730919
201683	284138	731921
201719	284272	732021
201843	284409	732367
201857	284441	732442
201973	284481	732522
201976	284497	733436
202140	284497	733725
202191	284750	733932
202229	284892	734636
202251	284956	735346
202269	285110	735547
202281	285282	735894
202418	285422	736398
202419	285459	736416
202489	285467	736649
202506	285475	736906
202578	285517	737505
202597	285519	738173
202597	285546	738309
202756	285599	738463
202869	285613	738464
202994	285646	739134
203098	285674	739337
203101	285678	739518
203290	285813	740057
203325	285827	740454
203420	285832	740754
203423	285922	740969
203436	286099	741186
203438	286133	741346
203532	286161	741458
203556	286179	741533
203689	286185	741815
203865	286221	742353
203965	286268	742650
203987	286280	742771
204036	286676	742821
204341	286692	742897
204411	286694	742923
204412	286710	742940
204454	286916	742995
204488	286980	743151
204550	286981	743188
204572	287064	743829
204626	287099	743997
204637	287183	744442
204637	287221	744728
204782	287248	744766
204827	287253	745086
204841	287401	745544
204937	287575	745554
205070	287584	745970
205099	287744	746102
205158	287762	746131
205159	287797	746237
205184	287885	746370
205201	287968	746683
205297	288106	746825
205348	288337	746872
205350	288435	746992
205430	288436	747036
205482	288492	747257
205506	288583	747284
205632	288666	747615
205714	288747	748068
205760	288849	748996
205812	288868	749089
205815	289198	749092
205909	289295	749142
205970	289312	749535
205993	289370	749538
206134	289390	749717
206200	289436	749905
206284	289591	750003
206322	289626	750015
206373	289755	750480
206412	289775	751158
206527	290092	751737
206536	290202	752017
206574	290445	752162
206605	290603	752165
206606	290686	752440
206645	290752	752544
206710	290837	752589
206759	290892	752767
206799	291021	753315
206834	291079	753703
206845	291193	753806
206864	291299	754172
206871	291323	754498
206879	291330	754596
206883	291406	754955
206895	291432	755284
206955	291632	755383
207114	291648	755458
207194	291649	755552
207283	291663	755577
207288	291810	755700
207289	291928	756304
207330	291958	756544
207333	291975	756610
207334	291984	756756
207352	292147	756849
207408	292227	756937
207444	292228	757062
207456	292230	757152
207460	292275	757626
207502	292407	757765
207513	292452	757812
207544	292561	757817
207562	292562	758450
207574	292596	758928
207577	292872	759064
207665	292914	759365
207745	293084	759475
207793	293124	759859
208040	293212	760373
208196	293220	760379
208253	293297	760713
208526	293304	760969
208536	293309	761341
208574	293363	761768
208617	293376	762077
208633	293385	762140
208643	293427	762231
208767	293629	762543
208801	293935	763020
208832	293956	763066
208874	294144	763092
208904	294176	763152
208916	294267	763317
208961	294291	763474
208983	294530	763523
209058	294534	763786
209108	294541	763911
209121	294544	764225
209134	294545	764246
209134	294633	764348
209185	294656	765020
209499	294663	765085
209518	294698	765281
209572	294800	765633
209623	294834	765863
209625	294930	766149
209628	294961	766765
209756	294996	766857
209930	295249	766958
209970	295351	766959
209988	295431	767009
209999	295505	768002
210001	295513	769103
210063	295564	769450
210068	295582	769611
210134	295598	769650
210198	295608	769919
210198	295611	770109
210256	295613	770185
210384	295705	770483
210458	295990	770779
210491	295990	770910
210500	296007	770953
210548	296092	771173
210648	296112	771481
210659	296311	771849
210692	296353	772142
210750	296366	772479
210936	296436	772521
210984	296530	772623
211032	296630	772683
211038	296654	773045
211039	296659	773067
211050	296667	773320
211080	296766	773341
211119	296778	773547
211148	296884	773555
211216	297004	774886
211261	297009	775034
211303	297093	775416
211449	297317	775504
211468	297384	775589
211472	297575	775959
211507	297612	775962
211524	297620	776148
211543	297806	776193
211560	297889	777018
211589	298019	777395
211791	298123	777795
211823	298158	777822
211854	298202	777864
211874	298209	778017
211959	298216	778191
212047	298296	778206
212078	298306	778927
212093	298338	779142
212224	298349	779181
212259	298425	779364
212259	298464	779838
212272	298589	779981
212422	298596	780260
212429	298597	780430
212571	298748	780796
212811	298836	780887
212818	299015	781135
212879	299203	781684
212923	299256	781728
212937	299281	781757
212939	299343	782213
212942	299393	782236
212959	299511	782815
213019	299527	783485
213030	299572	783900
213030	299628	784060
213035	299694	784157
213124	299769	784680
213129	299842	784696
213201	299898	784833
213215	299908	784903
213273	299929	785026
213308	300051	785225
213345	300152	785293
213417	300381	785461
213449	300417	785476
213466	300442	786033
213611	300526	786158
213694	300540	786451
213704	300665	786662
213841	300671	786976
213941	300850	787465
214020	300853	787842
214032	301028	788071
214117	301141	788368
214144	301236	788397
214239	301333	788907
214317	301435	790217
214428	301658	790312
214491	301709	790536
214569	301710	790904
214576	301768	790938
214579	301920	791321
214639	302007	791460
214690	302136	791508
214807	302353	791630
214835	302364	792032
214865	302590	792425
215016	302649	792783
215038	302650	792830
215058	302690	792946
215063	302704	792988
215186	302734	793148
215201	302777	793613
215229	302929	793801
215254	302964	793976
215286	302968	794086
215310	303317	794117
215392	303353	794152
215398	303394	794239
215443	303432	794271
215583	303656	794285
215658	303760	794364
215759	303846	794387
215792	303946	794453
215845	304005	794600
215929	304018	794788
215987	304253	794901
216084	304269	794905
216135	304368	794985
216308	304412	795056
216352	304560	795267
216373	304581	795459
216446	304582	795600
216484	304589	795780
216550	304602	795818
216595	304614	795890
216605	304670	796259
216633	304694	796640
216646	304706	797139
216774	304761	797383
216831	304798	797407
216831	304881	797579
216944	305235	797699
216965	305287	797910
217011	305306	798150
217061	305315	798556
217106	305384	799290
217135	305395	799803
217221	305484	799939
217274	305518	800459
217310	305658	800538
217355	305711	800652
217357	306127	800756
217416	306175	802174
217423	306240	802332
217442	306368	802365
217443	306381	802639
217443	306755	802751
217444	306766	802754
217444	306995	803006
217445	307105	803057
217445	307190	803386
217445	307208	803505
217446	307297	803640
217469	307452	803829
217489	307455	804011
217576	307561	804045
217620	307577	804585
217653	307645	804675
217667	307704	804828
217670	307735	805530
217721	307797	806261
217787	307907	806521
217794	307998	806607
217832	308000	806717
217851	308026	807096
217934	308043	807452
217983	308147	807617
217994	308234	807768
218028	308615	807793
218061	308618	807884
218195	308639	808476
218241	308649	808835
218418	308736	808968
218426	308789	809127
218509	308821	809344
218537	308860	809396
218599	308861	809835
218646	308874	809965
218703	308894	810082
218796	308940	810224
218829	308971	810445
218848	309122	810513
218866	309135	810524
218866	309231	810734
218973	309250	810745
219005	309361	811152
219044	309417	811728
219048	309713	811742
219099	309739	812218
219102	309830	812218
219141	309836	812494
219150	309907	812613
219181	309924	812749
219201	309956	813029
219243	309973	813654
219368	309990	813687
219376	310012	813754
219411	310106	814164
219433	310140	814203
219483	310149	814374
219504	310158	814572
219519	310221	814894
219523	310387	815068
219561	310397	815597
219565	310567	815616
219594	310637	815725
219630	310882	816161
219663	310950	816381
219769	311079	816483
219778	311193	816628
219778	311284	816666
219819	311469	817201
219886	311632	817572
219894	311683	817660
220088	311683	818048
220100	311689	818537
220139	311712	818716
220171	311818	818815
220211	311819	818822
220306	312037	818986
220395	312184	818995
220495	312198	820067
220527	312207	820285
220548	312309	820582
220548	312381	820694
220647	312543	820888
220652	312641	820913
220682	312690	821873
220721	312691	821875
220912	312728	821915
220946	312861	821957
221022	312901	823036
221167	312920	823199
221168	312932	823287
221237	312980	823298
221251	313065	823463
221276	313077	823478
221278	313197	823480
221313	313301	823649
221346	313486	823726
221346	313510	823895
221407	313671	823950
221418	313745	824007
221481	313778	824282
221522	313989	824438
221678	314060	824731
221678	314114	824939
221702	314339	825104
221705	314396	825211
221725	314592	825903
221741	314714	826142
221838	314767	826196
221894	314811	826310
222018	315051	826356
222039	315129	826505
222111	315157	826722
222153	315195	827018
222194	315249	827133
222229	315495	827192
222229	315622	827325
222267	316002	827368
222285	316050	827463
222435	316111	828104
222471	316128	828465
222499	316169	828535
222551	316307	828775
222551	316314	828911
222661	316485	829022
222754	316697	829311
222803	316742	829548
222884	316796	829707
222977	317050	829870
222986	317061	830151
223100	317082	830249
223104	317100	830657
223141	317263	830997
223219	317396	831440
223276	317453	832138
223329	317578	832149
223412	317814	832167
223414	317843	832468
223500	317897	832528
223513	317979	832585
223548	317989	832670
223576	318002	833048
223602	318120	833083
223608	318375	833154
223611	318465	833266
223695	318654	833370
223765	318820	833384
223767	318822	834060
223779	318881	834131
223815	318950	834190
223817	319131	834202
223847	319227	834263
223925	319268	834444
223930	319342	834842
223930	319380	834893
223938	319381	834926
223957	319552	835043
223961	319611	835100
224010	319771	835141
224031	319871	835641
224033	319907	835937
224033	320187	836070
224033	320314	836107
224076	320346	836248
224114	320448	836256
224199	320663	836286
224211	320700	836394
224261	320800	836608
224286	320806	837146
224351	320863	838326
224370	320881	838468
224406	320992	838915
224413	321052	839121
224440	321083	839337
224485	321471	839686
224504	321561	839961
224550	321572	840144
224603	321733	840181
224614	321760	840484
224700	321964	840485
224735	322035	840811
224756	322053	840936
224802	322369	841420
224829	322386	841532
225018	322458	842703
225027	322574	843589
225086	322635	843654
225149	322768	843787
225189	322829	844082
225190	322883	844265
225207	322997	844285
225323	323066	844331
225377	323150	844379
225404	323178	844663
225422	323223	845354
225465	323229	845802
225529	323276	846110
225529	323328	846163
225547	323501	846425
225586	323525	846685
225655	323555	846918
225692	323660	847184
225717	323688	847415
225854	323968	847459
225957	324001	847462
225966	324060	847497
226040	324171	847674
226076	324178	848092
226181	324207	848215
226221	324424	849267
226264	324475	849376
226284	324531	849389
226317	324579	850716
226369	324876	850923
226458	324945	851222
226545	325203	851252
226647	325369	851720
226674	325372	851887
226808	325375	852461
226820	325475	852577
226948	325492	852751
226954	325549	853626
226990	325720	853723
227100	325777	854302
227108	325785	854550
227174	325853	854639
227336	325919	854815
227357	325968	855046
227376	326075	855104
227385	326086	855264
227450	326158	855619
227465	326269	856218
227471	326329	857198
227625	326599	857892
227640	326619	857942
227654	326954	858514
227654	327187	858535
227658	327235	858923
227669	327595	858929
227678	327842	859520
227861	328076	860062
228004	328091	861776
228040	328127	861862
228089	328170	862350
228218	328324	862920
228276	328419	863192
228290	328854	863420
228334	328862	863496
228341	328958	864050
228352	329010	864609
228365	329094	864610
228373	329157	864648
228402	329171	864961
228434	329310	865061
228560	329497	865614
228565	329616	866209
228713	329630	866302
228732	329636	866694
228740	329643	866961
228771	329721	867397
228824	329821	867951
228864	329959	868383
228939	330119	868719
228963	330126	870089
229015	330263	870240
229183	330349	870508
229269	330354	871814
229300	330533	871976
229311	330537	872430
229347	330555	872561
229358	330634	872636
229393	330781	872701
229457	331069	872882
229472	331118	873189
229475	331297	873370
229488	331623	874010
229508	331702	874424
229610	331815	874753
229633	331847	875249
229637	331907	875285
229762	332094	875717
229786	332128	875914
229899	332356	876136
229899	332503	876205
229956	332529	876267
229965	332553	876925
229998	332586	877096
230073	332637	877142
230088	332677	877195
230153	332695	877408
230174	332724	877715
230223	332942	877829
230261	332972	878382
230303	333007	878499
230429	333271	878569
230467	333298	878626
230476	333378	878794
230514	333672	879094
230537	333754	879105
230646	333832	879481
230665	333858	879521
230679	333937	879634
230786	333971	879788
230813	334022	879884
230868	334025	880174
231041	334073	880228
231129	334137	880240
231180	334219	880581
231218	334262	880718
231314	334295	881095
231341	334319	881340
231350	334383	881604
231420	334552	881818
231486	334637	881889
231508	334671	882152
231543	334843	882535
231700	334848	882677
231732	334945	883121
231752	335000	883625
231785	335122	883711
231833	335231	883834
231866	335349	884409
231867	335460	884417
231899	335760	884531
231908	336069	884532
231953	336224	884982
232063	336302	885367
232064	336361	885416
232109	336527	885524
232138	336564	885633
232233	336805	886353
232357	336886	886505
232375	336910	886539
232439	337335	886558
232462	337573	886641
232718	337913	886832
232742	337930	886947
232745	337989	887304
232792	338180	887394
232835	338184	887586
232948	338251	888461
232948	338344	888829
232966	338601	889678
233039	338651	890017
233074	338681	890121
233108	338965	890590
233157	338991	890610
233157	339011	890663
233307	339068	890919
233325	339134	891005
233562	339162	891337
233575	339169	891820
233604	339604	891831
233712	340071	892844
233715	340125	893175
233729	340132	893370
233809	340390	893756
233866	340446	893871
233997	340537	893914
234002	340567	894088
234003	340800	894419
234031	340806	894835
234032	340845	894863
234161	340919	894984
234192	341035	895046
234212	341314	895474
234224	341372	895740
234228	341395	895772
234228	341484	896566
234277	341513	896571
234291	341547	896686
234326	341687	897138
234326	341786	897297
234329	341799	897644
234330	341832	897923
234332	342049	898517
234333	342067	898723
234333	342109	898789
234334	342326	899085
234336	342502	899208
234336	342509	899655
234337	342557	899753
234339	342692	899792
234339	342713	899854
234340	342933	900136
234375	342956	900565
234411	342967	900629
234411	342996	900903
234485	343093	901174
234578	343186	901490
234653	343204	901617
234661	343260	901753
234692	343317	902142
234736	343327	902347
234765	343410	902700
234812	343553	902927
234854	343937	903023
234854	343960	903043
234856	343986	904070
234929	343992	904553
234963	344086	904940
235024	344257	904951
235025	344309	905163
235043	344312	905192
235064	344364	905245
235076	344478	905482
235179	344510	905544
235219	344697	905833
235304	344863	906214
235320	345015	906218
235334	345060	906578
235465	345163	906836
235473	345186	906896
235610	345203	907202
235695	345249	907629
235701	345288	907728
235770	345318	907747
235771	345350	907869
235779	345417	908618
235791	345441	908637
235791	345526	908743
235791	345664	908894
235822	345743	908923
235829	345880	909194
235836	345946	909681
235938	345983	909752
236021	346117	909755
236115	346179	910013
236140	346215	910128
236140	346332	910137
236140	346390	910158
236312	346443	910342
236313	346538	910546
236323	346567	910546
236359	346802	910554
236373	346848	910572
236406	346882	910808
236461	346973	911135
236529	347039	911211
236625	347045	911235
236625	347121	911268
236743	347163	911308
236756	347346	911427
236760	347393	911447
236866	347399	911590
236899	347432	911996
236978	347454	912213
237004	347496	912281
237151	347906	912594
237208	348084	912735
237219	348138	912885
237227	348180	913850
237233	348391	914232
237257	348442	914429
237282	348720	914452
237312	348732	914908
237332	348824	914919
237340	348867	915080
237357	348912	915092
237384	349007	915128
237591	349077	915463
237657	349091	915676
237684	349170	916408
237687	349262	916806
237816	349339	917052
237822	349359	917092
237860	349410	917399
237871	349415	917713
237894	349480	917768
237914	349486	917910
237957	349490	918023
237964	349703	918088
238074	349721	918103
238140	349737	918502
238160	349950	918540
238238	349974	918985
238238	350068	919048
238238	350171	919325
238250	350254	919334
238260	350380	919356
238348	350423	919372
238510	350561	919746
238655	350569	919758
238733	350722	919768
238749	350781	919785
238827	350791	919807
238951	350896	919889
238961	350983	919951
239048	351145	919995
239081	351234	920064
239083	351293	920247
239115	351447	920505
239121	351649	920559
239167	351656	920667
239190	351661	920866
239278	351774	921361
239369	351952	921562
239383	352177	921831
239499	352317	921989
239504	352332	922457
239505	352433	922512
239505	352437	922557
239506	352459	922831
239507	352599	923003
239636	352639	923325
239766	352796	923494
239891	352827	923949
239958	352830	923972
239990	353079	923974
240181	353113	924370
240221	353198	924823
240230	353275	924842
240264	353404	925047
240366	353430	925139
240404	353793	925187
240435	353833	925300
240439	353861	925672
240521	353960	925698
240524	353973	925723
240532	354039	925950
240564	354173	926773
240585	354254	927265
240666	354331	928106
240761	354341	928183
240882	354371	928401
240902	354407	928664
240971	354419	928975
240973	354493	929102
240990	354506	929430
241014	354558	929524
241019	354588	929646
241084	354651	929660
241151	354676	929777
241152	354702	929951
241168	354713	930207
241194	354808	930337
241239	354813	930500
241271	354971	930752
241278	355063	930775
241310	355074	930992
241339	355149	931031
241339	355374	931075
241349	355419	932381
241413	355474	932382
241505	355494	932390
241539	355554	932614
241542	355607	933583
241565	356069	933734
241655	356262	934736
241662	356269	935204
241699	356413	935439
241729	356746	935498
241739	356789	935512
241745	356802	935663
241873	356977	935719
241873	357154	935740
241918	357241	935841
241996	357427	936017
242019	357441	936206
242046	357639	936847
242073	357735	936883
242075	357795	937072
242083	357803	937574
242109	357912	938135
242124	357921	938230
242141	357971	938320
242187	358121	938589
242347	358323	939049
242417	358541	939339
242469	358620	940305
242533	358623	940455
242563	358638	940521
242579	358678	940545
242661	358732	940596
242752	358864	940727
242863	359030	940757
242872	359099	940834
242905	359127	940892
242941	359151	941332
242941	359297	941468
243048	359371	941918
243067	359442	942367
243120	359576	942475
243127	359590	942619
243208	359591	942627
243221	359593	943063
243261	359616	943100
243282	359648	943306
243300	359762	943698
243368	359922	943857
243415	359974	944320
243422	359982	944608
243444	360042	945067
243476	360092	945110
243490	360330	945200
243544	360389	945364
243632	360610	945937
243708	360614	946375
243765	360632	946589
243826	360681	947043
243837	360843	947113
243861	360879	947585
243863	360901	947834
243878	361012	948076
243885	361188	948345
243893	361219	948638
244024	361302	948705
244032	361348	949256
244043	361464	949637
244259	361521	949870
244302	361629	950298
244304	361895	950355
244356	361906	950518
244384	361984	950698
244569	362097	950750
244851	362179	950779
244852	362242	951005
244873	362248	951100
244962	362379	952198
245033	362545	952241
245069	362696	952562
245095	362719	952688
245125	362739	952799
245192	362956	953725
245194	363125	953798
245198	363167	953930
245309	363342	953980
245422	363551	954016
245444	363697	954148
245571	363946	954818
245585	363990	955685
245597	364035	955691
245669	364070	955872
245684	364161	955953
245732	364206	956112
245798	364353	956150
245822	364381	956165
245835	364627	957530
245947	364635	957607
246005	364644	957633
246132	364803	958130
246175	364855	958242
246228	364869	958321
246237	364950	958732
246249	364976	958883
246252	365049	958912
246295	365095	959749
246300	365165	960056
246300	365440	960689
246302	365496	960733
246302	365543	960825
246342	365554	961152
246384	365595	961284
246413	365623	961285
246435	365627	961493
246450	365786	961846
246485	365844	962357
246512	365994	962450
246514	366176	962461
246674	366253	962826
246748	366257	963453
246870	366274	964316
246888	366318	964436
246973	366364	965172
246974	366433	965829
247013	366481	965996
247032	366635	966225
247171	366639	966373
247185	366701	966621
247201	366702	967023
247253	366858	967373
247286	366956	967456
247326	366970	967570
247371	367039	968247
247433	367222	968390
247462	367319	968404
247483	367348	968811
247532	367554	969278
247534	367589	969605
247554	367595	970459
247560	367616	970560
247571	367620	971446
247633	367666	972079
247699	367679	972112
247732	368046	972210
247770	368050	972257
247788	368112	972355
247884	368121	972406
247887	368135	972593
247958	368152	973150
247958	368183	973224
247958	368494	973390
247958	368512	973665
247958	368565	974056
247959	368599	974215
247959	368708	974270
247960	368818	974310
247960	369113	974537
247960	369269	974766
247961	369282	974830
247961	369408	975941
247961	369420	976659
248118	369465	976818
248202	369493	977057
248213	369513	977785
248217	369551	977790
248217	369676	977935
248261	369682	978147
248306	369765	978404
248332	369909	978447
248495	370055	978461
248525	370088	978731
248582	370250	979050
248659	370370	979570
248665	370531	979821
248743	370633	979913
248744	370642	979963
248841	370731	980047
248946	370795	980179
249048	370801	980493
249101	371074	981189
249119	371138	981672
249136	371148	982479
249149	371200	982730
249184	371265	982862
249244	371330	983806
249317	371361	983924
249318	371613	983947
249407	371730	984509
249419	371751	984658
249464	371824	984697
249550	371898	984779
249643	371915	985424
249674	371923	985559
249720	372170	986592
249720	372287	986724
249760	372640	986809
249803	372849	986898
249824	372895	986906
249868	373135	987096
249939	373399	987694
250121	373567	987739
250233	373666	988304
250233	374564	988433
250355	374581	988483
250469	374697	988918
250546	374924	989083
250814	374981	989668
250855	375092	990775
250882	375132	990937
250912	375255	991429
250912	375535	991450
250975	375586	991576
251036	375739	992019
251194	375959	992427
251315	376127	992438
251343	376302	992659
251436	376337	992887
251620	376346	993068
251641	376410	993354
251677	376842	993863
251685	376872	994086
251689	376927	994347
251705	376984	994410
251748	376999	995094
251748	377137	995797
251748	377158	996199
251895	377221	996532
251951	377303	996548
251974	377321	996578
251999	377369	996917
252062	377467	996990
252065	377756	997188
252066	377900	997449
252066	378081	997641
252068	378083	997868
252068	378455	997877
252068	378722	998260
252068	378851	998972
252070	378894	999287
252106	379085	999883
252106	379329	1000116
252192	379372	1000219
252213	379375	1000703
252244	379531	1000742
252249	379562	1000880
252310	379563	1000895
252453	379632	1001564
252480	379998	1001627
252546	380010	1001867
252635	380129	1002086
252702	380167	1002087
252760	380190	1002114
252789	380395	1002148
252790	380467	1002153
252802	380493	1002290
252915	380535	1002600
253097	380661	1002628
253100	380760	1004576
253100	380827	1004632
253103	380940	1004678
253155	381076	1004711
253186	381116	1004815
253235	381134	1005156
253302	381216	1005526
253498	381272	1005581
253506	381294	1005659
253512	381310	1005705
253514	381487	1005799
253566	382045	1006029
253568	382209	1006346
253573	382255	1006803
253602	382261	1007577
253988	382293	1007640
254090	382512	1007714
254113	382726	1007985
254155	382751	1008046
254164	382778	1008206
254181	383228	1008231
254207	383242	1008423
254217	383406	1008439
254242	383480	1009743
254270	383552	1009817
254292	383690	1009969
254376	383852	1010121
254384	383981	1010321
254434	384160	1010635
254498	384252	1011035
254517	384263	1011178
254534	384267	1011515
254550	384340	1011553
254585	384370	1011827
254585	384440	1012863
254756	384460	1012886
254774	384619	1013221
254801	384710	1013489
254809	384786	1014084
254996	384839	1014237
255051	384867	1015243
255051	385166	1015386
255055	385193	1015779
255325	385233	1016070
255381	385298	1016567
255381	385339	1016573
255390	385375	1016942
255493	385681	1017145
255507	385791	1017260
255524	385807	1017640
255629	385905	1017688
255629	385926	1017916
255629	386010	1018792
255629	386164	1019006
255629	386210	1019143
255629	386387	1019388
255666	386778	1019813
255715	386800	1019864
255728	386822	1019959
255835	386823	1020681
255930	386895	1020844
255930	386960	1021285
255931	387080	1021420
255931	387082	1021644
255932	387167	1022946
255933	387333	1023381
256024	387391	1024158
256063	387467	1024212
256110	387491	1024885
256132	387544	1025491
256184	387569	1026152
256277	387621	1026168
256390	387818	1026169
256425	388027	1026275
256489	388119	1026559
256521	388120	1026559
256542	388216	1027219
256559	388234	1027268
256563	388273	1027406
256565	388410	1027515
256643	388422	1028071
256692	388422	1028362
256922	388437	1028425
256930	388455	1028475
256952	388483	1028517
257032	388577	1028598
257071	388733	1030313
257080	388821	1031461
257086	388913	1031999
257155	388977	1032438
257173	389043	1032489
257204	389055	1032537
257216	389101	1032678
257260	389118	1033134
257272	389313	1033744
257285	389667	1033787
257301	389818	1034512
257301	389851	1035029
257334	389955	1035082
257409	390318	1035409
257474	390327	1036476
257497	390414	1036537
257507	390449	1036736
257528	390458	1036739
257571	390466	1036750
257596	390703	1037194
257700	390856	1037245
257770	390942	1037457
257821	390997	1037620
257852	391009	1037789
257872	391015	1038446
257872	391016	1038543
257891	391132	1038734
257939	391181	1038910
258063	391331	1039178
258092	391344	1040024
258110	391349	1040419
258110	391454	1040432
258115	391454	1040526
258174	391635	1040829
258178	391667	1040923
258201	391706	1040936
258246	391797	1041137
258331	391888	1041267
258381	392053	1041833
258390	392122	1043705
258502	392136	1043989
258595	392259	1044227
258616	392362	1044298
258651	392442	1044403
258750	392716	1044465
258775	392771	1044721
258812	392800	1044892
258974	392819	1045107
258992	392836	1045119
259180	392862	1045962
259199	393050	1046915
259213	393112	1047469
259246	393320	1047499
259329	393331	1048063
259333	393353	1048321
259443	393435	1048952
259464	393439	1049258
259547	393477	1049486
259558	393563	1049847
259562	393563	1049982
259603	393695	1049989
259650	393699	1050175
259659	393761	1050667
259779	393856	1050777
259791	393885	1051174
259854	393921	1051285
259928	394234	1051337
259960	394342	1051947
260004	394430	1052286
260013	394454	1052615
260095	394507	1052864
260132	394546	1053171
260148	394576	1053329
260224	394603	1055522
260239	394750	1055716
260274	394801	1056812
260303	395445	1057027
260316	395489	1057725
260365	395517	1058003
260407	395908	1058314
260502	395914	1058374
260548	395936	1058402
260572	396018	1058506
260579	396151	1059978
260587	396299	1060038
260606	396521	1060225
260619	396597	1060723
260635	396616	1061138
260657	396677	1061244
260726	396700	1061646
260794	397310	1062020
260815	397341	1062495
260876	397484	1062520
261025	397685	1063084
261025	397835	1063595
261098	397986	1064036
261098	398046	1064138
261137	398058	1064344
261161	398091	1064704
261216	398141	1064740
261247	398174	1065075
261248	398292	1065400
261262	398311	1065424
261308	398411	1065475
261348	398453	1065744
261350	398458	1065917
261353	398569	1066145
261525	398572	1066172
261548	398612	1066219
261570	398885	1066499
261606	398983	1066720
261640	399059	1066745
261666	399183	1066951
261710	399322	1067555
261784	399408	1067567
261801	399475	1067671
261818	399488	1067727
261835	399489	1067773
261841	399599	1068618
261872	399758	1068620
261890	399811	1068916
261931	399902	1069924
262029	400027	1069926
262041	400162	1070258
262111	400303	1070352
262137	400336	1070417
262149	400410	1070464
262191	400429	1070595
262214	400532	1070835
262216	400573	1070841
262269	400615	1070985
262350	400915	1071087
262466	400996	1071279
262485	401497	1071931
262539	401672	1072662
262613	401905	1072797
262627	402109	1072977
262642	402384	1073195
